20.6450005 -07.5634623
20.6443596 -06.5635080
20.6437206 -05.5635533
20.6430855 -04.5635982
20.6424503 -03.5636432
20.6418171 -02.5636883
20.6411858 -01.5637331
20.6405544 -00.5637780
20.6399231 +00.4361772
20.6392918 +01.4361323
20.6386585 +02.4360874
20.7053452 +02.4454920
20.7720337 +02.4547608
20.8387127 +02.4638896
20.9054012 +02.4728787
20.9387398 +02.4773185
21.0054283 +02.4860904
21.0721188 +02.4947140
21.1387997 +02.5031860
21.2054901 +02.5115056
21.2721825 +02.5196695
21.3388634 +02.5276737
21.4055557 +02.5355186
21.4388981 +02.5393796
21.5055923 +02.5469787
21.5722847 +02.5544112
21.5719166 +03.3043909
21.6386089 +03.3116543
21.7053108 +03.3187475
21.7720146 +03.3256676
21.7724724 +02.3256910
21.8391552 +02.3324335
21.9058475 +02.3389995
21.9725418 +02.3453860
22.0392227 +02.3515899
22.1059170 +02.3576119
22.1058178 +02.6076074
22.1725159 +02.6134443
22.2392044 +02.6190934
22.3059025 +02.6245549
22.3726006 +02.6298258
22.4392910 +02.6349041
22.5059910 +02.6397896
22.5726891 +02.6444802
22.6393776 +02.6489737
22.7060795 +02.6532702
22.7727795 +02.6573677
22.8394699 +02.6612642
22.8561478 +02.6622071
22.8563976 +01.6622140
22.8566475 +00.6622211
22.8568974 -00.3377719
22.8571472 -01.3377649
22.8573971 -02.3377581
22.8576469 -03.3377509
22.9242668 -03.3341103
22.9908772 -03.3306730
23.0574970 -03.3274388
23.1241169 -03.3244095
23.1907253 -03.3215861
23.2573433 -03.3189690
23.3239651 -03.3165591
23.3905716 -03.3143575
23.4571915 -03.3123643
23.5238094 -03.3105805
23.5904198 -03.3090067
23.6570377 -03.3076429
23.7236557 -03.3064899
23.7902641 -03.3055482
23.8568821 -03.3048177
23.9235001 -03.3042989
23.9401474 -03.3042023
23.9401722 -04.3042021
23.9401951 -05.3042026
23.9402199 -06.3042021
23.9402447 -07.3042021
23.9402695 -08.3042021
23.9402943 -09.3042011
23.9403191 -10.3042021
23.9403439 -11.3042021
23.9403687 -12.3042011
23.9403934 -13.3042021
23.9404182 -14.3042021
23.9404449 -15.3042011
23.9404716 -16.3042011
23.9404964 -17.3042011
23.9405231 -18.3042011
23.9405499 -19.3042011
23.9405766 -20.3042011
23.9406052 -21.3042011
23.9406319 -22.3042011
23.9406605 -23.3042011
23.9406891 -24.3042011
23.9407043 -24.8042011
23.8744240 -24.8046646
23.8081322 -24.8053398
23.7418404 -24.8062248
23.6755581 -24.8073196
23.6092663 -24.8086243
23.5429726 -24.8101368
23.4766865 -24.8118610
23.4103909 -24.8137913
23.3440952 -24.8159313
23.2778091 -24.8182774
23.2115097 -24.8208313
23.1452084 -24.8235893
23.1120644 -24.8250446
23.0457592 -24.8281116
22.9794674 -24.8313808
22.9131603 -24.8348522
22.8468533 -24.8385258
22.7805519 -24.8423996
22.7142410 -24.8464737
22.6479263 -24.8507462
22.5816212 -24.8552132
22.5153027 -24.8598766
22.4489822 -24.8647346
22.3826675 -24.8697853
22.3163414 -24.8750267
22.2500134 -24.8804569
22.1836891 -24.8860760
22.1173553 -24.8918800
22.0510159 -24.8978710
21.9846859 -24.9040413
21.9841805 -23.9040642
21.9836826 -22.9040890
21.9831905 -21.9041119
21.9827080 -20.9041328
21.9822292 -19.9041576
21.9817581 -18.9041786
21.9812927 -17.9041996
21.9808311 -16.9042225
21.9803753 -15.9042444
21.9799232 -14.9042645
21.9794769 -13.9042864
21.9790325 -12.9043083
21.9785938 -11.9043283
21.9781570 -10.9043484
21.9777222 -09.9043694
21.9772911 -08.9043894
21.9770775 -08.4043999
21.9105148 -08.4107742
21.8439503 -08.4173279
21.7773933 -08.4240570
21.7108269 -08.4309626
21.6442604 -08.4380417
21.5777035 -08.4452906
21.5111332 -08.4527092
21.4445610 -08.4602947
21.4450874 -09.4602642
21.4456139 -10.4602337
21.4461460 -11.4602032
21.4466801 -12.4601717
21.4472198 -13.4601412
21.4477634 -14.4601107
21.3812675 -14.4678507
21.3147621 -14.4757547
21.2482529 -14.4838171
21.1817513 -14.4920359
21.1152382 -14.5004101
21.0487232 -14.5089369
20.9822159 -14.5176105
20.9156933 -14.5264339
20.8491707 -14.5354004
20.7826538 -14.5445070
20.7161255 -14.5537539
20.6495934 -14.5631361
20.6495934 -14.5631361
20.6489239 -13.5631838
20.6482582 -12.5632305
20.6475983 -11.5632782
20.6469421 -10.5633240
20.6462917 -09.5633707
20.6456432 -08.5634165
